review_tombstone_id,release_year
/reviews/albums/10977-level-live-wires/-0,2007
/reviews/albums/venetian-snares-daniel-lanois-venetian-snares-x-daniel-lanois/-0,2018
/reviews/albums/sudan-archives-athena/-0,2019
/reviews/albums/19427-the-fresh-onlys-house-of-spirits/-0,2014
/reviews/albums/10148-the-shaky-hands/-0,2007
/reviews/albums/8331-faith-in-the-future/-0,2001
/reviews/albums/14170-a-balloon-called-moaning/-0,2010
/reviews/albums/2431-lost-sides/-0,2004
/reviews/albums/4601-may-23rd-2007/-0,2005
/reviews/albums/4006-how-to-prosper-in-the-coming-bad-years/-0,2004
/reviews/albums/18227-slum-village-evolution/-0,2013
/reviews/albums/kim-gordon-no-home-record/-0,2019
/reviews/albums/18057-kylesa-ultraviolet/-0,2013
/reviews/albums/chief-keef-dedication/-0,2017
/reviews/albums/mitski-be-the-cowboy/-0,2018
/reviews/albums/6581-the-fire-in-our-throats-will-beckon-the-thaw/-0,2005
/reviews/albums/2989-delirivm-cordia/-0,2004
/reviews/albums/4158-gods-and-monsters/-0,2005
/reviews/albums/rostam-changephobia/-0,2021
/reviews/albums/sun-ra-sun-ra-plays-gershwin/-0,2017
/reviews/albums/2535-slaves-graves-and-ballads/-0,2004
/reviews/albums/19968-run-the-jewels-run-the-jewels-2/-0,2014
/reviews/albums/20149-joey/-0,2015
/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/-0,1995
/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/-0,2012
/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-0,2012
/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-1,2012
/reviews/albums/17954-chk-chk-chk-thriller/-0,2013
/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/-0,2001
/reviews/albums/3390-return-the-gift/-0,2005
/reviews/albums/lapalux-ruinism/-0,2017
/reviews/albums/18483-fort-romeau-stay-true-ep/-0,2013
/reviews/albums/1337-pocket-symphonies-for-lonesome-subway-cars/-0,2001
/reviews/albums/12292-lost-wisdom/-0,2008
/reviews/albums/4002-1-2-3/-0,2006
/reviews/albums/14597-surfing-the-void/-0,2010
/reviews/albums/9570-micah-p-hinson-and-the-opera-circuit/-0,2006
/reviews/albums/18941-marissa-nadler-july/-0,2014
/reviews/albums/rosie-lowe-yu/-0,2019
/reviews/albums/2362-river-walk-riots/-0,2002
/reviews/albums/13993-the-big-to-do/-0,2010
/reviews/albums/maya-hawke-blush/-0,2020
/reviews/albums/14379-go-common-classics/-0,2010
/reviews/albums/kipp-stone-faygo-baby-ep/-0,2021
/reviews/albums/20337-trap-genius/-0,2015
/reviews/albums/14950-red-barked-tree/-0,2010
/reviews/albums/182-worlds-apart/-0,2005
/reviews/albums/22054-different-class/-0,1995
/reviews/albums/2917-the-evens/-0,2005
/reviews/albums/14884-its-what-im-thinking-part-one-photographing-snowflakes/-0,2010
/reviews/albums/21108-garden-of-delete/-0,2015
/reviews/albums/10915-collected-works/-0,2007
/reviews/albums/james-mcmurtry-the-horses-and-the-hounds/-0,2021
/reviews/albums/13054-ice-capped-at-both-ends/-0,2009
/reviews/albums/2189-curling-pond-woods/-0,2004
/reviews/albums/19030-hands-the-soul-is-quick/-0,2014
/reviews/albums/17788-the-strokes-comedown-machine/-0,2013
/reviews/albums/9715-sing-the-greys/-0,2006
/reviews/albums/19683-foxes-in-fiction-ontario-gothic/-0,2014
/reviews/albums/12814-heavy-ghost/-0,2009
/reviews/albums/13558-broken/-0,2009
/reviews/albums/13051-wild-and-inside/-0,2009
/reviews/albums/19450-sam-smith-in-the-lonely-hour/-0,2014
/reviews/albums/16502-europe/-0,2012
/reviews/albums/10512-space-ritual-collectors-edition/-0,1973
/reviews/albums/10512-space-ritual-collectors-edition/-0,2007
/reviews/albums/21888-spiritual-songs-for-lovers-to-sing/-0,2016
/reviews/albums/17472-silent-congas/-0,2012
/reviews/albums/6968-cmon-lets-pretend/-0,1999
/reviews/albums/6968-cmon-lets-pretend/-0,2003
/reviews/albums/10398-sirens-of-the-ditch/-0,2007
/reviews/albums/9130-fast-man-raider-man/-0,2006
/reviews/albums/151-triste/-0,2003
/reviews/albums/22747-helices-ep/-0,2017
/reviews/albums/6614-the-sword-of-god/-0,2001
/reviews/albums/209-tragic-epilogue/-0,2000
/reviews/albums/7376-behind-the-music/-0,2002
/reviews/albums/11758-concentration-facehomeboy/-0,2005
/reviews/albums/9140-blood-sweat-towers/-0,2006
/reviews/albums/17781-low-the-invisible-way/-0,2013
/reviews/albums/21344-black-market/-0,2015
/reviews/albums/18318-honey-ltd-the-complete-lhi-recordings/-0,2013
/reviews/albums/sneaks-highway-hypnosis/-0,2019
/reviews/albums/16820-the-thought-adjusters/-0,2012
/reviews/albums/2569-this-is-riphop/-0,2004
/reviews/albums/19999-royksopp-the-inevitable-end/-0,2014
/reviews/albums/22088-black-bubblegum/-0,2016
/reviews/albums/12215-fingerpointing/-0,2008
/reviews/albums/20401-cool-it/-0,2015
/reviews/albums/11492-supreme-balloon/-0,2008
/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/-0,2007
/reviews/albums/ducks-unlimited-get-bleak-ep/-0,2019
/reviews/albums/22174-songs-in-the-key-of-life/-0,1976
/reviews/albums/23042-the-awakening/-0,1970
/reviews/albums/23042-the-awakening/-0,2017
/reviews/albums/5920-city-lights-volume-15/-0,2005
/reviews/albums/ipek-gorgun-ecce-homo/-0,2018
/reviews/albums/12824-fabric-45/-0,2009
/reviews/albums/9629-robot/-0,2006
/reviews/albums/roky-erickson-never-say-goodbye/-0,1999
/reviews/albums/10399-at-my-age/-0,2007
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-0,1972
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-0,2009
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-1,1972
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-1,2009
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-2,1975
/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-2,2009
/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-0,2020
/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-1,2020
/reviews/albums/13099-clean-hands-go-foul/-0,2009
/reviews/albums/sd-brian-fresco-muddbruddas/-0,2020
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-0,2021
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-1,1993
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-2,1993
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-3,1995
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-4,1997
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-5,1999
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-6,2021
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-7,2021
/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-8,2021
/reviews/albums/22717-forever/-0,2017
/reviews/albums/22923-in-between/-0,2017
/reviews/albums/13576-wolfgang-amadeus-phoenix-remix-collection/-0,2009
/reviews/albums/belle-and-sebastian-days-of-the-bagnold-summer-original-motion-picture-soundtrack/-0,2019
/reviews/albums/139-pelo/-0,2000
/reviews/albums/14295-deathbed-4-ep/-0,2010
/reviews/albums/cookiee-kawaii-vanice/-0,2021
/reviews/albums/nothing-the-great-dismal/-0,2020
/reviews/albums/grateful-dead-workingmans-dead-the-angels-share/-0,2020
/reviews/albums/grateful-dead-workingmans-dead-the-angels-share/-1,2020
/reviews/albums/mudhoney-digital-garbage/-0,2018
/reviews/albums/13034-relapse/-0,2009
/reviews/albums/9669-love/-0,2006
/reviews/albums/19293-prins-thomas-prins-thomas-iii/-0,2014
/reviews/albums/7986-the-no-music/-0,2002
/reviews/albums/13885-the-courage-of-others/-0,2010
/reviews/albums/4610-music-to-fall-asleep/-0,2006
/reviews/albums/15110-buy-the-ticket-take-the-ride/-0,2010
/reviews/albums/4678-here-comes-that-weird-chill/-0,2003
/reviews/albums/chynna-in-case-i-die-first/-0,2019
/reviews/albums/mach-hommy-bulletproof-luh/-0,2018
/reviews/albums/tegan-and-sara-the-con-x-covers/-0,2017
/reviews/albums/8359-edit-music-for-a-film-original-motion-picture-soundtrack-reconstruction/-0,2005
/reviews/albums/2657-all-harm-ends-here/-0,2005
/reviews/albums/8758-secondary-protocol/-0,2003
/reviews/albums/522-the-empire-strikes-first/-0,2004
/reviews/albums/467-i-am-a-bird-now/-0,2005
/reviews/albums/20061-furtherdeeper/-0,2015
/reviews/albums/7538-room-on-fire/-0,2003
/reviews/albums/15659-love-has-made-me-stronger/-0,2011
/reviews/albums/8681-the-wilco-book/-0,2004
/reviews/albums/16112-lioness-hidden-treasures/-0,2011
/reviews/albums/12128-woodpecker-ost/-0,2008
/reviews/albums/11555-laulu-laakson-kukista/-0,2008
/reviews/albums/20033-she-him-classics/-0,2014
/reviews/albums/9053-to-find-me-gone/-0,2006
/reviews/albums/1240-deceleration-one/-0,2002
/reviews/albums/10953-the-joshua-tree-deluxe-edition/-0,2007
/reviews/albums/susanna-go-dig-my-grave/-0,2018
/reviews/albums/12809-aspera/-0,2009
/reviews/albums/17715-cabinet-of-curiosities/-0,2013
/reviews/albums/14865-worth-the-weight-bristol-dubstep-classics/-0,2010
/reviews/albums/9032-sexteen/-0,2006
/reviews/albums/surf-curse-heaven-surrounds-you/-0,2019
/reviews/albums/11538-diamond-hoo-ha/-0,2008
/reviews/albums/19930-dj-quik-the-midnight-life/-0,2014
/reviews/albums/fennesz-agora/-0,2019
/reviews/albums/5886-three-piece-suite/-0,2003
/reviews/albums/12816-beasts-of-seasons/-0,2009
/reviews/albums/sun-kil-moon-i-also-want-to-die-in-new-orleans/-0,2019
/reviews/albums/23209-in-on-the-kill-taker/-0,1993
/reviews/albums/11605-take-refuge-in-clean-living/-0,2008
/reviews/albums/3447-make-it-pop/-0,2002
/reviews/albums/10461-wires-reply/-0,2007
/reviews/albums/9788-still-point-of-turning/-0,2006
/reviews/albums/13459-crayon-angel-a-tribute-to-the-music-of-judee-sill/-0,2009
/reviews/albums/royce-59-the-allegory/-0,2020
/reviews/albums/3718-put-your-gloves-on-and-wave/-0,2001
/reviews/albums/18616-black-devil-disco-club-black-moon-white-sun/-0,2013
/reviews/albums/y-la-bamba-mujeres/-0,2019
/reviews/albums/5679-the-tourniquet/-0,2006
/reviews/albums/19624-music-blues-things-havent-gone-well/-0,2014
/reviews/albums/gaye-su-akyol-istikrarli-hayal-hakikattir/-0,2018
/reviews/albums/18512-frankie-rose-herein-wild/-0,2013
/reviews/albums/20205-dance-mania-ghetto-madness/-0,2015
/reviews/albums/21043-fetty-wap/-0,2015
/reviews/albums/2641-wind-up-canary/-0,2006
/reviews/albums/17756-fol-chen-the-false-alarms/-0,2013
/reviews/albums/13643-unexpected-guests/-0,2009
/reviews/albums/1156-brazilian-girls/-0,2005
/reviews/albums/21591-epic-jammers-and-fortunate-little-ditties/-0,2016
/reviews/albums/12258-prehistoricisms/-0,2008
/reviews/albums/9250-surrounded/-0,2006
/reviews/albums/14977-by-the-hedge/-0,2011
/reviews/albums/17172-cokefloat/-0,2012
/reviews/albums/12693-u/-0,2008
/reviews/albums/maximum-joy-i-cant-stand-it-here-on-quiet-nights-singles-1981-82/-0,2017
/reviews/albums/15349-swanlights-ep/-0,2011
/reviews/albums/3203-in-the-wire-ep/-0,2001
/reviews/albums/various-artists-rocketman-music-from-the-motion-picture/-0,2019
/reviews/albums/horse-jumper-of-love-so-divine/-0,2019
/reviews/albums/17512-oak-island/-0,2013
/reviews/albums/6449-one-word-extinguisher/-0,2003
/reviews/albums/tom-misch-yussef-dayes-what-kinda-music/-0,2020
/reviews/albums/12053-daniel-variations/-0,2008
/reviews/albums/11341-vainajan-muotokuva/-0,2007
/reviews/albums/django-django-glowing-in-the-dark/-0,2021
/reviews/albums/1520-come-here-when-you-sleepwalk/-0,2003
/reviews/albums/1713-39-minutes-of-bliss-in-an-otherwise-meaningless-world/-0,2003
/reviews/albums/16956-melodica/-0,1994
/reviews/albums/16956-melodica/-0,2012
/reviews/albums/14730-holkham-drones/-0,2010
/reviews/albums/9905-dressed-up-for-the-letdown/-0,2007
/reviews/albums/8236-too-crazy-cowboys/-0,1984
/reviews/albums/8236-too-crazy-cowboys/-0,2003
/reviews/albums/12842-the-hazards-of-love/-0,2009
/reviews/albums/beach-house-b-sides-and-rarities/-0,2017
/reviews/albums/19206-sage-the-gemini-remember-me/-0,2014
/reviews/albums/14400-bonjour/-0,2009
/reviews/albums/13450-eskimo-snow/-0,2009
/reviews/albums/21381-the-sound-of-durban-vol-1/-0,2016
/reviews/albums/2003-the-third-unheard-connecticut-hip-hop-1979-1983/-0,2004
/reviews/albums/15000-the-king-is-dead/-0,2011
/reviews/albums/3909-quit-or-fight/-0,2005
/reviews/albums/gucci-mane-so-icy-summer/-0,2020
/reviews/albums/20794-white-reaper-does-it-again/-0,2015
/reviews/albums/12371-uproot/-0,2008
/reviews/albums/12323-receivers/-0,2008
/reviews/albums/alexis-taylor-beautiful-thing/-0,2018
/reviews/albums/18222-amon-amarth-deceiver-of-the-gods/-0,2013
/reviews/albums/10252-plague-park/-0,2007
/reviews/albums/9810-friend-opportunity/-0,2007
/reviews/albums/the-voidz-virtue/-0,2018
/reviews/albums/23031-concrete-desert/-0,2017
/reviews/albums/19112-shit-robot-we-got-a-love/-0,2014
/reviews/albums/21129-blurse/-0,2015
/reviews/albums/17857-st-2-lettaz-the-g-the-growth-development/-0,2013
/reviews/albums/19386-sturgill-simpson-metamodern-sounds-in-country-music/-0,2014
/reviews/albums/tim-heidecker-too-dumb-for-suicide-tim-heideckers-trump-songs/-0,2017
/reviews/albums/10028-now-its-time/-0,2007
/reviews/albums/8412-absolutely-nothing/-0,2002
/reviews/albums/1185-pink/-0,2005
/reviews/albums/1185-pink/-0,2006
/reviews/albums/czarface-mf-doom-czarface-meets-metal-face/-0,2018
/reviews/albums/7826-young-dangerous-heart/-0,2005
/reviews/albums/16057-together/-0,2011
/reviews/albums/7730-leave-your-name/-0,2003
/reviews/albums/jonny-greenwood-you-were-never-really-here-original-motion-picture-soundtrack/-0,2018
/reviews/albums/9768-friend-and-foe/-0,2007
/reviews/albums/2820-at-crystal-palace/-0,2003
/reviews/albums/11789-g2-44-x2/-0,2002
/reviews/albums/screaming-females-singles-too/-0,2019
/reviews/albums/aleksi-perala-sunshine-3/-0,2019
/reviews/albums/15833-souta-mulle/-0,2011
/reviews/albums/17643-johnny-marr-the-messenger/-0,2013
/reviews/albums/16603-off/-0,2012
/reviews/albums/david-lynch-angelo-badalamenti-thought-gang/-0,2018
/reviews/albums/muzz-muzz/-0,2020
/reviews/albums/11420-arms-way/-0,2008
/reviews/albums/12180-death-magnetic/-0,2008
/reviews/albums/22296-vince-staples-prima-donna/-0,2016
/reviews/albums/12807-static-tensions/-0,2009
/reviews/albums/18207--ziq-chewed-corners/-0,2013
/reviews/albums/14288-disintegration-deluxe-edition/-0,2010
/reviews/albums/rp-boo-established/-0,2021
/reviews/albums/12857-gracewastelands/-0,2009
/reviews/albums/10827-hourglass/-0,2007
/reviews/albums/pale-waves-who-am-i/-0,2021
/reviews/albums/11262-alles-wieder-offen/-0,2007
/reviews/albums/more-eaze-seth-graham-the-heart-pumps-kool-aid/-0,2021
/reviews/albums/15487-outbreeding/-0,2011
/reviews/albums/20231-carter-tutti-plays-chris-cosey/-0,2015
/reviews/albums/13961-introducing/-0,2009
/reviews/albums/margaux-more-brilliant-is-the-hand-that-throws-the-coin/-0,2019
/reviews/albums/1340-the-cassettes/-0,2002
/reviews/albums/155-through-the-90s-singles-and-unreleased/-0,2001
/reviews/albums/17631-privilege/-0,2013
/reviews/albums/786-splay/-0,2002
/reviews/albums/ana-da-silva-phew-island/-0,2018
/reviews/albums/15831-visits/-0,2011
/reviews/albums/15586-living-2009-present/-0,2011
/reviews/albums/3102-holiday-diary/-0,2003
/reviews/albums/daniele-luppi-parquet-courts-milano/-0,2017
/reviews/albums/19669-pissed-jeans-shallow/-0,2005
/reviews/albums/19669-pissed-jeans-shallow/-0,2014
/reviews/albums/20685-katie-dey-asdfasdf/-0,2015
/reviews/albums/5841-dying-in-stereo/-0,2003
/reviews/albums/horsey-debonair/-0,2021
/reviews/albums/23199-collin-strange-how-i-creep/-0,2017
/reviews/albums/15143-discontinued-perfume/-0,2011
/reviews/albums/the-dream-lovehate/-0,2007
/reviews/albums/22597-via-app-sixth-stitch/-0,2016
/reviews/albums/18294-the-love-language-ruby-red/-0,2013
/reviews/albums/12551-fabric-43/-0,2008
/reviews/albums/1332-american-iii-solitary-man/-0,2000
/reviews/albums/10486-hey-trouble/-0,2007
/reviews/albums/10172-vision-swim/-0,2007
/reviews/albums/14978-outside/-0,2011
/reviews/albums/20692-the-heart-is-a-monster/-0,2015
/reviews/albums/2599-husk/-0,2005
/reviews/albums/20072-collected-1/-0,2015
/reviews/albums/6628-power/-0,2004
/reviews/albums/11009-the-captains-table/-0,2008
/reviews/albums/16156-common-the-dreamerthe-believer/-0,2011
/reviews/albums/15943-norman-ost/-0,2011
/reviews/albums/teyana-taylor-ktse/-0,2018
/reviews/albums/2020-kompakt-100/-0,2004
/reviews/albums/8985-snapshot-ep/-0,2006
/reviews/albums/3652-golden-black/-0,2005
/reviews/albums/21967-the-digging-remedy/-0,2016
/reviews/albums/12579-silent-city/-0,2008
/reviews/albums/3835-around-the-house/-0,1998
/reviews/albums/3835-around-the-house/-0,2002
/reviews/albums/3771-de9-transitions/-0,2005
/reviews/albums/20498-your-good-fortune-ep/-0,2015
/reviews/albums/water-from-your-eyes-structure/-0,2021
/reviews/albums/20170-the-king-of-anxiety-ep/-0,2015
/reviews/albums/23141-miracle-steps-music-from-the-fourth-world-1983-2017/-0,2017
/reviews/albums/649-the-palace-at-4am-part-i/-0,2002
/reviews/albums/marika-hackman-any-human-friend/-0,2019
/reviews/albums/21269-love-is-a-hurtin-thing/-0,2015
/reviews/albums/romeo-santos-utopia/-0,2019
/reviews/albums/21928-august-26th/-0,2016
/reviews/albums/5666-rip-through-the-hawk-black-night/-0,2005
/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/-0,2018
/reviews/albums/11094-the-cake-sale/-0,2007
/reviews/albums/11010-run-from-safety/-0,2008
/reviews/albums/43-jacksonville-city-nights/-0,2005
/reviews/albums/608-to-the-5-boroughs/-0,2004
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-0,1967
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-0,2013
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-1,1967
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-1,2013
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-2,1968
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-2,2013
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-3,1969
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-3,2013
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-4,1969
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-4,2013
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-5,1970
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-5,2013
/reviews/albums/13018-eats-darkness/-0,2009
/reviews/albums/9577-songbird/-0,2006
/reviews/albums/22602-telling-it-like-it-is/-0,2016
/reviews/albums/20959-automaginary/-0,2015
/reviews/albums/13879-romance-is-boring/-0,2010
/reviews/albums/hayley-williams-flowers-for-vases-descansos/-0,2021
/reviews/albums/1565-electric-circus/-0,2002
/reviews/albums/22159-the-philips-years/-0,1964
/reviews/albums/22159-the-philips-years/-0,2016
/reviews/albums/22159-the-philips-years/-1,1964
/reviews/albums/22159-the-philips-years/-1,2016
/reviews/albums/22159-the-philips-years/-2,1965
/reviews/albums/22159-the-philips-years/-2,2016
/reviews/albums/22159-the-philips-years/-3,1965
/reviews/albums/22159-the-philips-years/-3,2016
/reviews/albums/22159-the-philips-years/-4,1965
/reviews/albums/22159-the-philips-years/-4,2016
/reviews/albums/22159-the-philips-years/-5,1966
/reviews/albums/22159-the-philips-years/-5,2016
/reviews/albums/22159-the-philips-years/-6,1967
/reviews/albums/22159-the-philips-years/-6,2016
/reviews/albums/14543-the-cradle/-0,2010
/reviews/albums/12823-elvis-perkins-in-dearland/-0,2009
/reviews/albums/7027-zoomer/-0,2002
/reviews/albums/6624-invisible-airline/-0,2001
/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-0,1999
/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-0,2014
/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-1,2001
/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-1,2014
/reviews/albums/baauer-planets-mad/-0,2020
/reviews/albums/7157-italian-platinum/-0,2002
/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-0,2012
/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-1,2002
/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-1,2012
/reviews/albums/19582-bear-in-heaven-time-is-over-one-day-old/-0,2014
/reviews/albums/19182-slint-spiderland-remastered-box-set/-0,1991
/reviews/albums/19182-slint-spiderland-remastered-box-set/-0,2014
/reviews/albums/alessandro-cortini-scuro-chiaro/-0,2021
/reviews/albums/13382-two-dancers/-0,2009
/reviews/albums/19622-electric-wizard-time-to-die/-0,2014
/reviews/albums/17533-3/-0,2013
/reviews/albums/10071-score/-0,2007
/reviews/albums/7912-taapetsounds/-0,2001
/reviews/albums/12106-i-saw-the-ghost-of-an-unknown-soul-and-it-said/-0,2008
/reviews/albums/22001-fire/-0,2016
/reviews/albums/21916-modern-country/-0,2016
/reviews/albums/2956-the-lucky-sperms-somewhat-humorous/-0,2001
/reviews/albums/15921-cave-neverendless/-0,2011
/reviews/albums/hand-habits-fun-house/-0,2021
/reviews/albums/12562-dragon-chinese-cocktail-horoscope/-0,2008
/reviews/albums/9354-damaged/-0,2006
/reviews/albums/13415-break-up/-0,2009
/reviews/albums/pinegrove-skylight/-0,2018
/reviews/albums/19147-millie-andrea-drop-the-vowels/-0,2014
/reviews/albums/18064-tricky-false-idols/-0,2013
/reviews/albums/12397-presents-skull-gang-takeover/-0,2008
/reviews/albums/11240-turning-dragon/-0,2008
/reviews/albums/17917-traxx-the-house-that-garage-built/-0,2013
/reviews/albums/9838-marginalia/-0,2007
/reviews/albums/13621-the-first-days-of-spring/-0,2009
/reviews/albums/4152-in-what-language/-0,2003
/reviews/albums/15245-mazes/-0,2011
/reviews/albums/645-the-unauthorized-biography-of-reinhold-messner/-0,1999
/reviews/albums/sahbabii-barnacles/-0,2020
/reviews/albums/19719-avi-buffalo-at-best-cuckold/-0,2014
/reviews/albums/2689-with-strings-live-at-town-hall/-0,2006
/reviews/albums/11684-lake-tobaailanthus/-0,2008
/reviews/albums/11684-lake-tobaailanthus/-1,2008
/reviews/albums/heaven-in-her-arms-white-halo/-0,2017
/reviews/albums/7117-new-orbit/-0,2001
/reviews/albums/17229-i-love-grime/-0,2012
