review_url,genre
/reviews/albums/daniele-luppi-parquet-courts-milano/,Rock
/reviews/albums/19669-pissed-jeans-shallow/,Rock
/reviews/albums/20685-katie-dey-asdfasdf/,Electronic
/reviews/albums/5841-dying-in-stereo/,Pop/R&B
/reviews/albums/5841-dying-in-stereo/,Rap
/reviews/albums/horsey-debonair/,Rock
/reviews/albums/23199-collin-strange-how-i-creep/,Electronic
/reviews/albums/15143-discontinued-perfume/,Rock
/reviews/albums/the-dream-lovehate/,Pop/R&B
/reviews/albums/22597-via-app-sixth-stitch/,Electronic
/reviews/albums/18294-the-love-language-ruby-red/,Rock
/reviews/albums/12551-fabric-43/,Electronic
/reviews/albums/12551-fabric-43/,Pop/R&B
/reviews/albums/1332-american-iii-solitary-man/,Folk/Country
/reviews/albums/10486-hey-trouble/,Rock
/reviews/albums/10172-vision-swim/,Experimental
/reviews/albums/10172-vision-swim/,Metal
/reviews/albums/10172-vision-swim/,Rock
/reviews/albums/8504-the-death-of-a-girl-ep/,Rock
/reviews/albums/14978-outside/,Experimental
/reviews/albums/14978-outside/,Rock
/reviews/albums/20692-the-heart-is-a-monster/,Rock
/reviews/albums/2599-husk/,Folk/Country
/reviews/albums/20072-collected-1/,Electronic
/reviews/albums/11009-the-captains-table/,Rock
/reviews/albums/16156-common-the-dreamerthe-believer/,Rap
/reviews/albums/teyana-taylor-ktse/,Pop/R&B
/reviews/albums/8874-sakura/,Electronic
/reviews/albums/8874-sakura/,Global
/reviews/albums/3652-golden-black/,Rock
/reviews/albums/21967-the-digging-remedy/,Electronic
/reviews/albums/3835-around-the-house/,Electronic
/reviews/albums/3771-de9-transitions/,Electronic
/reviews/albums/20498-your-good-fortune-ep/,Pop/R&B
/reviews/albums/water-from-your-eyes-structure/,Rock
/reviews/albums/20170-the-king-of-anxiety-ep/,Pop/R&B
/reviews/albums/649-the-palace-at-4am-part-i/,Rock
/reviews/albums/marika-hackman-any-human-friend/,Folk/Country
/reviews/albums/21269-love-is-a-hurtin-thing/,Pop/R&B
/reviews/albums/romeo-santos-utopia/,Pop/R&B
/reviews/albums/21928-august-26th/,Rap
/reviews/albums/5666-rip-through-the-hawk-black-night/,Rock
/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/,Rap
/reviews/albums/11094-the-cake-sale/,Rock
/reviews/albums/11010-run-from-safety/,Rock
/reviews/albums/43-jacksonville-city-nights/,Rock
/reviews/albums/43-jacksonville-city-nights/,Folk/Country
/reviews/albums/608-to-the-5-boroughs/,Rap
/reviews/albums/608-to-the-5-boroughs/,Rock
/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/,Rock
/reviews/albums/13018-eats-darkness/,Rock
/reviews/albums/9577-songbird/,Rock
/reviews/albums/22602-telling-it-like-it-is/,Rock
/reviews/albums/20959-automaginary/,Experimental
/reviews/albums/13879-romance-is-boring/,Rock
/reviews/albums/hayley-williams-flowers-for-vases-descansos/,Pop/R&B
/reviews/albums/hayley-williams-flowers-for-vases-descansos/,Rock
/reviews/albums/1565-electric-circus/,Rap
/reviews/albums/22159-the-philips-years/,Jazz
/reviews/albums/22159-the-philips-years/,Pop/R&B
/reviews/albums/14543-the-cradle/,Rock
/reviews/albums/12823-elvis-perkins-in-dearland/,Folk/Country
/reviews/albums/7027-zoomer/,Electronic
/reviews/albums/6624-invisible-airline/,Electronic
/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/,Electronic
/reviews/albums/baauer-planets-mad/,Electronic
/reviews/albums/7157-italian-platinum/,Rock
/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/,Rock
/reviews/albums/19582-bear-in-heaven-time-is-over-one-day-old/,Rock
/reviews/albums/19182-slint-spiderland-remastered-box-set/,Rock
/reviews/albums/alessandro-cortini-scuro-chiaro/,Experimental
/reviews/albums/13382-two-dancers/,Rock
/reviews/albums/17533-3/,Rock
/reviews/albums/10071-score/,Electronic
/reviews/albums/12106-i-saw-the-ghost-of-an-unknown-soul-and-it-said/,Electronic
/reviews/albums/12106-i-saw-the-ghost-of-an-unknown-soul-and-it-said/,Jazz
/reviews/albums/21916-modern-country/,Folk/Country
/reviews/albums/2956-the-lucky-sperms-somewhat-humorous/,Rock
/reviews/albums/2956-the-lucky-sperms-somewhat-humorous/,Experimental
/reviews/albums/15921-cave-neverendless/,Rock
/reviews/albums/hand-habits-fun-house/,Rock
/reviews/albums/12562-dragon-chinese-cocktail-horoscope/,Rock
/reviews/albums/9354-damaged/,Rock
/reviews/albums/13415-break-up/,Rock
/reviews/albums/pinegrove-skylight/,Rock
/reviews/albums/18064-tricky-false-idols/,Electronic
/reviews/albums/12397-presents-skull-gang-takeover/,Rap
/reviews/albums/5386-the-little-red-songbook/,Rock
/reviews/albums/11240-turning-dragon/,Electronic
/reviews/albums/9838-marginalia/,Rock
/reviews/albums/13621-the-first-days-of-spring/,Rock
/reviews/albums/4152-in-what-language/,Jazz
/reviews/albums/4152-in-what-language/,Rap
/reviews/albums/15245-mazes/,Rock
/reviews/albums/645-the-unauthorized-biography-of-reinhold-messner/,Rock
/reviews/albums/sahbabii-barnacles/,Rap
/reviews/albums/19719-avi-buffalo-at-best-cuckold/,Experimental
/reviews/albums/19719-avi-buffalo-at-best-cuckold/,Rock
/reviews/albums/2689-with-strings-live-at-town-hall/,Rock
/reviews/albums/11684-lake-tobaailanthus/,Rock
/reviews/albums/heaven-in-her-arms-white-halo/,Metal
/reviews/albums/7117-new-orbit/,Experimental
/reviews/albums/7117-new-orbit/,Jazz
