review_tombstone_id,label
/reviews/albums/12371-uproot/-0,theAgriculture
/reviews/albums/12323-receivers/-0,Jagjaguwar
/reviews/albums/alexis-taylor-beautiful-thing/-0,Domino
/reviews/albums/18222-amon-amarth-deceiver-of-the-gods/-0,Metal Blade
/reviews/albums/10252-plague-park/-0,Sub Pop
/reviews/albums/beck-hyperspace/-0,Capitol
/reviews/albums/9810-friend-opportunity/-0,Kill Rock Stars
/reviews/albums/the-voidz-virtue/-0,Cult
/reviews/albums/the-voidz-virtue/-0,RCA
/reviews/albums/23031-concrete-desert/-0,Ninja Tune
/reviews/albums/19112-shit-robot-we-got-a-love/-0,DFA
/reviews/albums/21129-blurse/-0,Stroboscopic Artefacts
/reviews/albums/17857-st-2-lettaz-the-g-the-growth-development/-0,Slow Motion Soundz
/reviews/albums/19386-sturgill-simpson-metamodern-sounds-in-country-music/-0,High Top Mountain
/reviews/albums/tim-heidecker-too-dumb-for-suicide-tim-heideckers-trump-songs/-0,Jagjaguwar
/reviews/albums/10028-now-its-time/-0,Birdman
/reviews/albums/8412-absolutely-nothing/-0,Normal
/reviews/albums/1185-pink/-0,Diwphalanx
/reviews/albums/czarface-mf-doom-czarface-meets-metal-face/-0,Get on Down
/reviews/albums/7826-young-dangerous-heart/-0,GSL
/reviews/albums/16057-together/-0,Frenchkiss
/reviews/albums/7988-so-much-for-the-ten-year-plan-a-retrospective-1990-2000/-0,Ark 21
/reviews/albums/7730-leave-your-name/-0,Jade Tree
/reviews/albums/jonny-greenwood-you-were-never-really-here-original-motion-picture-soundtrack/-0,Lakeshore
/reviews/albums/9768-friend-and-foe/-0,Barsuk
/reviews/albums/9768-friend-and-foe/-0,Film Guerrero
/reviews/albums/2820-at-crystal-palace/-0,Mute
/reviews/albums/11789-g2-44-x2/-0,Moikai
/reviews/albums/screaming-females-singles-too/-0,Don Giovanni
/reviews/albums/aleksi-perala-sunshine-3/-0,Clone
/reviews/albums/15833-souta-mulle/-0,Friendly Fire
/reviews/albums/17643-johnny-marr-the-messenger/-0,Sire
/reviews/albums/17643-johnny-marr-the-messenger/-0,ADA
/reviews/albums/16603-off/-0,Vice
/reviews/albums/david-lynch-angelo-badalamenti-thought-gang/-0,Sacred Bones
/reviews/albums/muzz-muzz/-0,Matador
/reviews/albums/11420-arms-way/-0,Anti-
/reviews/albums/12180-death-magnetic/-0,Warner Bros.
/reviews/albums/22296-vince-staples-prima-donna/-0,Def Jam
/reviews/albums/22296-vince-staples-prima-donna/-0,Blacksmith
/reviews/albums/22296-vince-staples-prima-donna/-0,ARTium
/reviews/albums/12807-static-tensions/-0,Prosthetic
/reviews/albums/18207--ziq-chewed-corners/-0,Planet Mu
/reviews/albums/14288-disintegration-deluxe-edition/-0,Rhino
/reviews/albums/rp-boo-established/-0,Planet Mu
/reviews/albums/12857-gracewastelands/-0,Parlophone
/reviews/albums/10827-hourglass/-0,Mute
/reviews/albums/10827-hourglass/-0,Virgin
/reviews/albums/pale-waves-who-am-i/-0,Dirty Hit
/reviews/albums/11262-alles-wieder-offen/-0,Potomak
/reviews/albums/more-eaze-seth-graham-the-heart-pumps-kool-aid/-0,Orange Milk
/reviews/albums/15487-outbreeding/-0,Brainlove
/reviews/albums/20231-carter-tutti-plays-chris-cosey/-0,Conspiracy International
/reviews/albums/13961-introducing/-0,Slumberland
/reviews/albums/margaux-more-brilliant-is-the-hand-that-throws-the-coin/-0,Massif
/reviews/albums/1340-the-cassettes/-0,Lovitt
/reviews/albums/155-through-the-90s-singles-and-unreleased/-0,Emperor Jones
/reviews/albums/17631-privilege/-0,Slender Means Society
/reviews/albums/17631-privilege/-0,Marriage
/reviews/albums/786-splay/-0,Winter & Winter
/reviews/albums/ana-da-silva-phew-island/-0,shouting out loud!
/reviews/albums/15831-visits/-0,Suicide Squeeze
/reviews/albums/15586-living-2009-present/-0,Thin Wrist
/reviews/albums/3102-holiday-diary/-0,Plinkity Plonk
/reviews/albums/daniele-luppi-parquet-courts-milano/-0,30th Century
/reviews/albums/daniele-luppi-parquet-courts-milano/-0,Columbia
/reviews/albums/19669-pissed-jeans-shallow/-0,Sub Pop
/reviews/albums/20685-katie-dey-asdfasdf/-0,Orchid Tapes
/reviews/albums/5841-dying-in-stereo/-0,StarTime
/reviews/albums/horsey-debonair/-0,Untitled
/reviews/albums/23199-collin-strange-how-i-creep/-0,Clan Destine
/reviews/albums/15143-discontinued-perfume/-0,Hometapes
/reviews/albums/the-dream-lovehate/-0,Island Def Jam
/reviews/albums/22597-via-app-sixth-stitch/-0,Break World
/reviews/albums/18294-the-love-language-ruby-red/-0,Merge
/reviews/albums/12551-fabric-43/-0,Fabric
/reviews/albums/1332-american-iii-solitary-man/-0,American
/reviews/albums/10486-hey-trouble/-0,Licking Fingers
/reviews/albums/10172-vision-swim/-0,Troubleman Unlimited
/reviews/albums/10172-vision-swim/-0,Megablade
/reviews/albums/8504-the-death-of-a-girl-ep/-0,Gold Standard Laboratories
/reviews/albums/14978-outside/-0,Ibid
/reviews/albums/20692-the-heart-is-a-monster/-0,INresidence
/reviews/albums/2599-husk/-0,Warm
/reviews/albums/20072-collected-1/-0,Musique Pour La Danse
/reviews/albums/6628-power/-0,Dischord
/reviews/albums/11009-the-captains-table/-0,Orange Twin
/reviews/albums/16156-common-the-dreamerthe-believer/-0,Warner Bros.
/reviews/albums/16156-common-the-dreamerthe-believer/-0,Think Common
/reviews/albums/15943-norman-ost/-0,Mom + Pop
/reviews/albums/teyana-taylor-ktse/-0,G.O.O.D. Music
/reviews/albums/8874-sakura/-0,Leaf
/reviews/albums/2020-kompakt-100/-0,Kompakt
/reviews/albums/8985-snapshot-ep/-0,Matador
/reviews/albums/3652-golden-black/-0,Narnack
/reviews/albums/21967-the-digging-remedy/-0,Warp
/reviews/albums/12579-silent-city/-0,World Village
/reviews/albums/3835-around-the-house/-0,Phonography
/reviews/albums/3771-de9-transitions/-0,Mute
/reviews/albums/20498-your-good-fortune-ep/-0,Anti-
/reviews/albums/water-from-your-eyes-structure/-0,Wharf Cat
/reviews/albums/20170-the-king-of-anxiety-ep/-0,Domino
/reviews/albums/23141-miracle-steps-music-from-the-fourth-world-1983-2017/-0,Optimo Music
/reviews/albums/649-the-palace-at-4am-part-i/-0,Undertow
/reviews/albums/marika-hackman-any-human-friend/-0,Sub Pop
/reviews/albums/marika-hackman-any-human-friend/-0,AMF
/reviews/albums/21269-love-is-a-hurtin-thing/-0,Ubiquity
/reviews/albums/romeo-santos-utopia/-0,Sony Music Latin
/reviews/albums/21928-august-26th/-0,self-released
/reviews/albums/5666-rip-through-the-hawk-black-night/-0,High Two
/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/-0,AUTNMY
/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/-0,Columbia
/reviews/albums/11094-the-cake-sale/-0,Yep Roc
/reviews/albums/11094-the-cake-sale/-0,Oxfam
